id_source,id_target,route_id,route_color
40677399,40677398,G,6CBE45
40677398,40667398,G,6CBE45
40667398,40657398,G,6CBE45
40657398,40647398,G,6CBE45
40647398,40657398,G,6CBE45
40657398,40667398,G,6CBE45
40667398,40677398,G,6CBE45
40677398,40677399,G,6CBE45
40677399,40677400,G,6CBE45
40677400,40687400,G,6CBE45
40687400,40697399,G,6CBE45
40697399,40697398,G,6CBE45
40697398,40697397,G,6CBE45
40697397,40697396,G,6CBE45
40697396,40697395,G,6CBE45
40697395,40707395,G,6CBE45
40707395,40717395,G,6CBE45
40717395,40727395,G,6CBE45
40727395,40737395,G,6CBE45
40737395,40747395,G,6CBE45
40747395,40757394,G,6CBE45
40617382,40597381,H,808080
40597381,40597382,H,808080
40597382,40587383,H,808080
40587383,40587384,H,808080
40587384,40587383,H,808080
40587383,40597382,H,808080
40597382,40597381,H,808080
40597381,40617382,H,808080
40707380,40707381,J,996633
40707381,40707383,J,996633
40707383,40707384,J,996633
40707384,40707384,J,996633
40707384,40697385,J,996633
40697385,40697386,J,996633
40697386,40697387,J,996633
40697387,40697387,J,996633
40697387,40687387,J,996633
40687387,40687388,J,996633
40687388,40687388,J,996633
40687388,40687389,J,996633
40687389,40687390,J,996633
40687390,40687390,J,996633
40687390,40687391,J,996633
40687391,40697392,J,996633
40697392,40697392,J,996633
40697392,40697393,J,996633
40697393,40707394,J,996633
40707394,40707394,J,996633
40707394,40707395,J,996633
40707395,40717395,J,996633
40717395,40717396,J,996633
40717396,40727399,J,996633
40727399,40727399,J,996633
40727399,40727400,J,996633
40727400,40717400,J,996633
40717400,40717401,J,996633
40717401,40717401,J,996633
40717401,40717400,J,996633
40717400,40727400,J,996633
40727400,40727399,J,996633
40727399,40717396,J,996633
40717396,40717395,J,996633
40717395,40707395,J,996633
40707395,40707394,J,996633
40707394,40697393,J,996633
40697393,40697392,J,996633
40697392,40687391,J,996633
40687391,40687390,J,996633
40687390,40687389,J,996633
40687389,40687388,J,996633
40687388,40687387,J,996633
40687387,40697387,J,996633
40697387,40697386,J,996633
40697386,40697385,J,996633
40697385,40707384,J,996633
40707384,40707383,J,996633
40707383,40707381,J,996633
40707381,40707380,J,996633
40707394,40717396,J,996633
40687388,40687390,J,996633
40687390,40697392,J,996633
40707380,40707381,Z,996633
40707381,40707383,Z,996633
40707383,40707384,Z,996633
40707384,40707384,Z,996633
40707384,40697385,Z,996633
40697385,40697386,Z,996633
40697386,40697387,Z,996633
40697387,40697387,Z,996633
40697387,40687387,Z,996633
40687387,40687388,Z,996633
40687388,40687389,Z,996633
40687389,40687390,Z,996633
40687390,40687390,Z,996633
40687390,40687391,Z,996633
40687391,40697392,Z,996633
40697392,40707394,Z,996633
40707394,40717396,Z,996633
40717396,40727399,Z,996633
40727399,40727399,Z,996633
40727399,40727400,Z,996633
40727400,40717400,Z,996633
40717400,40717401,Z,996633
40717401,40717401,Z,996633
40717396,40707394,J,996633
40717401,40717400,Z,996633
40717400,40727400,Z,996633
40727400,40727399,Z,996633
40727399,40717396,Z,996633
40717396,40707394,Z,996633
40707394,40697392,Z,996633
40697392,40687391,Z,996633
40687391,40687390,Z,996633
40687390,40687389,Z,996633
40687389,40687388,Z,996633
40687388,40687387,Z,996633
40687387,40697387,Z,996633
40697387,40697386,Z,996633
40697386,40697385,Z,996633
40697385,40707384,Z,996633
40707384,40707383,Z,996633
40707383,40707381,Z,996633
40707381,40707380,Z,996633
40697392,40687390,J,996633
40687390,40687388,J,996633
40657390,40657390,L,A7A9AC
40657390,40667390,L,A7A9AC
40667390,40667390,L,A7A9AC
40667390,40677390,L,A7A9AC
40677390,40687390,L,A7A9AC
40687390,40687390,L,A7A9AC
40687390,40687391,L,A7A9AC
40687391,40697390,L,A7A9AC
40697390,40707390,L,A7A9AC
40707390,40707391,L,A7A9AC
40707391,40707392,L,A7A9AC
40707392,40717392,L,A7A9AC
40717392,40717393,L,A7A9AC
40717393,40717394,L,A7A9AC
40717394,40717394,L,A7A9AC
40717394,40717395,L,A7A9AC
40717395,40727396,L,A7A9AC
40727396,40737398,L,A7A9AC
40737398,40737399,L,A7A9AC
40737399,40737399,L,A7A9AC
40737399,40747400,L,A7A9AC
40747400,40747400,L,A7A9AC
40747400,40737399,L,A7A9AC
40737399,40737398,L,A7A9AC
40737398,40727396,L,A7A9AC
40727396,40717395,L,A7A9AC
40717395,40717394,L,A7A9AC
40717394,40717393,L,A7A9AC
40717393,40717392,L,A7A9AC
40717392,40707392,L,A7A9AC
40707392,40707391,L,A7A9AC
40707391,40707390,L,A7A9AC
40707390,40697390,L,A7A9AC
40697390,40687391,L,A7A9AC
40687391,40687390,L,A7A9AC
40687390,40677390,L,A7A9AC
40677390,40667390,L,A7A9AC
40667390,40657390,L,A7A9AC
40707394,40707393,M,FF6319
40707393,40707392,M,FF6319
40707392,40707391,M,FF6319
40707391,40707391,M,FF6319
40707391,40707390,M,FF6319
40707390,40717390,M,FF6319
40717390,40717389,M,FF6319
40717389,40717390,M,FF6319
40717390,40707390,M,FF6319
40707390,40707391,M,FF6319
40707391,40707392,M,FF6319
40707392,40707393,M,FF6319
40707393,40707394,M,FF6319
40707394,40707394,M,FF6319
40707394,40707395,M,FF6319
40707395,40717395,M,FF6319
40717395,40717396,M,FF6319
40717396,40727399,M,FF6319
40727399,40717396,M,FF6319
40717396,40717395,M,FF6319
40717395,40707395,M,FF6319
40707395,40707394,M,FF6319
40727399,40737400,M,FF6319
40737400,40737400,M,FF6319
40737400,40747400,M,FF6319
40747400,40747399,M,FF6319
40747399,40757399,M,FF6319
40757399,40757398,M,FF6319
40757398,40767398,M,FF6319
40767398,40767398,M,FF6319
40767398,40767397,M,FF6319
40767397,40757395,M,FF6319
40757395,40757394,M,FF6319
40757394,40757393,M,FF6319
40757393,40767392,M,FF6319
40767392,40767391,M,FF6319
40767391,40757391,M,FF6319
40757391,40757390,M,FF6319
40757390,40757389,M,FF6319
40757389,40747388,M,FF6319
40747388,40747388,M,FF6319
40747388,40737387,M,FF6319
40737387,40737386,M,FF6319
40737386,40737385,M,FF6319
40737385,40727384,M,FF6319
40727384,40737385,M,FF6319
40737385,40737386,M,FF6319
40737386,40737387,M,FF6319
40737387,40747388,M,FF6319
40747388,40757389,M,FF6319
40757389,40757390,M,FF6319
40757390,40757391,M,FF6319
40757391,40767391,M,FF6319
40767391,40767392,M,FF6319
40767392,40757393,M,FF6319
40757393,40757394,M,FF6319
40757394,40757395,M,FF6319
40757395,40767397,M,FF6319
40767397,40767398,M,FF6319
40767398,40757398,M,FF6319
40757398,40757399,M,FF6319
40757399,40747399,M,FF6319
40747399,40747400,M,FF6319
40747400,40737400,M,FF6319
40737400,40727399,M,FF6319
40787391,40777392,N,FCCC0A
40777392,40777392,N,FCCC0A
40777392,40767393,N,FCCC0A
40767393,40767393,N,FCCC0A
40767393,40757393,N,FCCC0A
40757393,40757394,N,FCCC0A
40757394,40767397,N,FCCC0A
40767397,40767397,N,FCCC0A
40767397,40767398,N,FCCC0A
40767398,40767398,N,FCCC0A
40767398,40757399,N,FCCC0A
40757399,40757399,N,FCCC0A
40757399,40747399,N,FCCC0A
40747399,40747399,N,FCCC0A
40747399,40737399,N,FCCC0A
40737399,40727400,N,FCCC0A
40727400,40727400,N,FCCC0A
40727400,40717401,N,FCCC0A
40717401,40717401,N,FCCC0A
40717401,40707401,N,FCCC0A
40707401,40697399,N,FCCC0A
40697399,40697399,N,FCCC0A
40697399,40697398,N,FCCC0A
40697398,40687398,N,FCCC0A
40687398,40687398,N,FCCC0A
40687398,40677399,N,FCCC0A
40677399,40677399,N,FCCC0A
40677399,40667400,N,FCCC0A
40667400,40667400,N,FCCC0A
40667400,40657401,N,FCCC0A
40657401,40657401,N,FCCC0A
40657401,40647402,N,FCCC0A
40647402,40647401,N,FCCC0A
40647401,40637401,N,FCCC0A
40637401,40627400,N,FCCC0A
40627400,40627399,N,FCCC0A
40627399,40627399,N,FCCC0A
40627399,40617398,N,FCCC0A
40617398,40607398,N,FCCC0A
40607398,40607398,N,FCCC0A
40607398,40597398,N,FCCC0A
40597398,40587398,N,FCCC0A
40587398,40597398,N,FCCC0A
40597398,40607398,N,FCCC0A
40607398,40617398,N,FCCC0A
40617398,40627399,N,FCCC0A
40627399,40627400,N,FCCC0A
40627400,40637401,N,FCCC0A
40637401,40647401,N,FCCC0A
40647401,40647402,N,FCCC0A
40647402,40657401,N,FCCC0A
40657401,40667400,N,FCCC0A
40667400,40677399,N,FCCC0A
40677399,40687398,N,FCCC0A
40687398,40697398,N,FCCC0A
40697398,40697399,N,FCCC0A
40697399,40707401,N,FCCC0A
40707401,40717401,N,FCCC0A
40717401,40727400,N,FCCC0A
40727400,40737399,N,FCCC0A
40737399,40747399,N,FCCC0A
40747399,40757399,N,FCCC0A
40757399,40767398,N,FCCC0A
40767398,40767397,N,FCCC0A
40767397,40757394,N,FCCC0A
40757394,40757393,N,FCCC0A
40757393,40767393,N,FCCC0A
40767393,40777392,N,FCCC0A
40777392,40787391,N,FCCC0A
40697398,40727400,N,FCCC0A
40647402,40667400,N,FCCC0A
40667400,40687398,N,FCCC0A
40687398,40727400,N,FCCC0A
40727400,40687398,N,FCCC0A
40687398,40667400,N,FCCC0A
40667400,40647402,N,FCCC0A
40727400,40747399,N,FCCC0A
40747399,40727400,N,FCCC0A
40727400,40697398,N,FCCC0A
40787391,40777392,W,FCCC0A
40777392,40777392,W,FCCC0A
40777392,40767393,W,FCCC0A
40767393,40767393,W,FCCC0A
40767393,40757393,W,FCCC0A
40757393,40757394,W,FCCC0A
40757394,40767397,W,FCCC0A
40767397,40767397,W,FCCC0A
40767397,40767398,W,FCCC0A
40767398,40767398,W,FCCC0A
40767398,40757399,W,FCCC0A
40757399,40757399,W,FCCC0A
40757399,40747399,W,FCCC0A
40747399,40747399,W,FCCC0A
40747399,40737399,W,FCCC0A
40737399,40727400,W,FCCC0A
40727400,40727400,W,FCCC0A
40727400,40717401,W,FCCC0A
40717401,40717401,W,FCCC0A
40717401,40707401,W,FCCC0A
40597398,40607398,W,FCCC0A
40607398,40607398,W,FCCC0A
40607398,40617398,W,FCCC0A
40617398,40627399,W,FCCC0A
40627399,40627399,W,FCCC0A
40627399,40627400,W,FCCC0A
40627400,40637401,W,FCCC0A
40637401,40647401,W,FCCC0A
40647401,40647402,W,FCCC0A
40647402,40657401,W,FCCC0A
40657401,40657401,W,FCCC0A
40657401,40667400,W,FCCC0A
40667400,40667400,W,FCCC0A
40667400,40677399,W,FCCC0A
40677399,40677399,W,FCCC0A
40677399,40687398,W,FCCC0A
40687398,40687398,W,FCCC0A
40687398,40697398,W,FCCC0A
40697398,40697399,W,FCCC0A
40697399,40697399,W,FCCC0A
40697399,40707401,W,FCCC0A
40707401,40717401,W,FCCC0A
40717401,40727400,W,FCCC0A
40727400,40737399,W,FCCC0A
40737399,40747399,W,FCCC0A
40747399,40757399,W,FCCC0A
40757399,40767398,W,FCCC0A
40767398,40767397,W,FCCC0A
40767397,40757394,W,FCCC0A
40757394,40757393,W,FCCC0A
40757393,40767393,W,FCCC0A
40767393,40777392,W,FCCC0A
40777392,40787391,W,FCCC0A
40767397,40777396,N,FCCC0A
40777396,40787395,N,FCCC0A
40787395,40787395,N,FCCC0A
40707401,40697399,W,FCCC0A
40697399,40697398,W,FCCC0A
40697398,40687398,W,FCCC0A
40687398,40677399,W,FCCC0A
40677399,40667400,W,FCCC0A
40667400,40657401,W,FCCC0A
40657401,40647402,W,FCCC0A
40647402,40647401,W,FCCC0A
40647401,40637401,W,FCCC0A
40637401,40627400,W,FCCC0A
40627400,40627399,W,FCCC0A
40627399,40617398,W,FCCC0A
40617398,40607398,W,FCCC0A
40607398,40597398,W,FCCC0A
40787395,40777396,N,FCCC0A
40777396,40767397,N,FCCC0A
40787395,40787395,Q,FCCC0A
40787395,40777396,Q,FCCC0A
40777396,40767397,Q,FCCC0A
40767397,40767398,Q,FCCC0A
40767398,40767398,Q,FCCC0A
40767398,40757399,Q,FCCC0A
40757399,40757399,Q,FCCC0A
40757399,40747399,Q,FCCC0A
40747399,40747399,Q,FCCC0A
40747399,40737399,Q,FCCC0A
40737399,40727400,Q,FCCC0A
40727400,40727400,Q,FCCC0A
40727400,40697398,Q,FCCC0A
40697398,40687398,Q,FCCC0A
40687398,40687397,Q,FCCC0A
40687397,40667396,Q,FCCC0A
40667396,40667396,Q,FCCC0A
40667396,40657396,Q,FCCC0A
40657396,40647396,Q,FCCC0A
40647396,40647396,Q,FCCC0A
40647396,40637396,Q,FCCC0A
40637396,40637396,Q,FCCC0A
40637396,40627396,Q,FCCC0A
40627396,40617396,Q,FCCC0A
40617396,40607396,Q,FCCC0A
40607396,40607396,Q,FCCC0A
40607396,40597395,Q,FCCC0A
40597395,40587396,Q,FCCC0A
40587396,40587397,Q,FCCC0A
40587397,40587398,Q,FCCC0A
40587398,40587398,Q,FCCC0A
40587398,40587397,Q,FCCC0A
40587397,40587396,Q,FCCC0A
40587396,40597395,Q,FCCC0A
40597395,40607396,Q,FCCC0A
40607396,40617396,Q,FCCC0A
40617396,40627396,Q,FCCC0A
40627396,40637396,Q,FCCC0A
40637396,40647396,Q,FCCC0A
40647396,40657396,Q,FCCC0A
40657396,40667396,Q,FCCC0A
40667396,40687397,Q,FCCC0A
40687397,40687398,Q,FCCC0A
40687398,40697398,Q,FCCC0A
40697398,40727400,Q,FCCC0A
40727400,40737399,Q,FCCC0A
40737399,40747399,Q,FCCC0A
40747399,40757399,Q,FCCC0A
40757399,40767398,Q,FCCC0A
40767398,40767397,Q,FCCC0A
40767397,40777396,Q,FCCC0A
40777396,40787395,Q,FCCC0A
40727400,40747399,Q,FCCC0A
40747399,40727400,Q,FCCC0A
40707401,40697399,R,FCCC0A
40697399,40697399,R,FCCC0A
40697399,40697398,R,FCCC0A
40697398,40687398,R,FCCC0A
40687398,40687398,R,FCCC0A
40687398,40677399,R,FCCC0A
40677399,40677399,R,FCCC0A
40677399,40667400,R,FCCC0A
40667400,40667400,R,FCCC0A
40667400,40657401,R,FCCC0A
40657401,40657401,R,FCCC0A
40657401,40647402,R,FCCC0A
40647402,40637402,R,FCCC0A
40637402,40637403,R,FCCC0A
40637403,40627403,R,FCCC0A
40627403,40627403,R,FCCC0A
40627403,40637403,R,FCCC0A
40637403,40637402,R,FCCC0A
40637402,40647402,R,FCCC0A
40647402,40657401,R,FCCC0A
40657401,40667400,R,FCCC0A
40667400,40677399,R,FCCC0A
40677399,40687398,R,FCCC0A
40687398,40697398,R,FCCC0A
40697398,40697399,R,FCCC0A
40697399,40707401,R,FCCC0A
40727384,40737385,R,FCCC0A
40737385,40737386,R,FCCC0A
40737386,40737387,R,FCCC0A
40737387,40747388,R,FCCC0A
40747388,40747388,R,FCCC0A
40747388,40757389,R,FCCC0A
40757389,40757390,R,FCCC0A
40757390,40757391,R,FCCC0A
40757391,40767391,R,FCCC0A
40767391,40767392,R,FCCC0A
40767392,40757393,R,FCCC0A
40757393,40757394,R,FCCC0A
40757394,40767397,R,FCCC0A
40767397,40767397,R,FCCC0A
40767397,40767398,R,FCCC0A
40767398,40767398,R,FCCC0A
40767398,40757399,R,FCCC0A
40757399,40757399,R,FCCC0A
40757399,40747399,R,FCCC0A
40747399,40747399,R,FCCC0A
40747399,40737399,R,FCCC0A
40737399,40727400,R,FCCC0A
40727400,40727400,R,FCCC0A
40727400,40717401,R,FCCC0A
40717401,40717401,R,FCCC0A
40717401,40707401,R,FCCC0A
40707401,40717401,R,FCCC0A
40717401,40727400,R,FCCC0A
40727400,40737399,R,FCCC0A
40737399,40747399,R,FCCC0A
40747399,40757399,R,FCCC0A
40757399,40767398,R,FCCC0A
40767398,40767397,R,FCCC0A
40767397,40757394,R,FCCC0A
40757394,40757393,R,FCCC0A
40757393,40767392,R,FCCC0A
40767392,40767391,R,FCCC0A
40767391,40757391,R,FCCC0A
40757391,40757390,R,FCCC0A
40757390,40757389,R,FCCC0A
40757389,40747388,R,FCCC0A
40747388,40737387,R,FCCC0A
40737387,40737386,R,FCCC0A
40737386,40737385,R,FCCC0A
40737385,40727384,R,FCCC0A
40767397,40777396,R,FCCC0A
40777396,40787395,R,FCCC0A
40787395,40787395,R,FCCC0A
40767383,40757385,7,B933AD
40757385,40757386,7,B933AD
40757386,40757386,7,B933AD
40757386,40757387,7,B933AD
40757387,40757388,7,B933AD
40757388,40757388,7,B933AD
40757388,40757389,7,B933AD
40757389,40757390,7,B933AD
40757390,40757390,7,B933AD
40757390,40747391,7,B933AD
40747391,40747392,7,B933AD
40747392,40747392,7,B933AD
40747392,40747393,7,B933AD
40747393,40757394,7,B933AD
40757394,40757395,7,B933AD
40757395,40747395,7,B933AD
40747395,40747395,7,B933AD
40747395,40757398,7,B933AD
40757398,40757398,7,B933AD
40757398,40767399,7,B933AD
40767399,40767400,7,B933AD
40767400,40767399,7,B933AD
40767399,40757398,7,B933AD
40757398,40747395,7,B933AD
40747395,40757395,7,B933AD
40757395,40757394,7,B933AD
40757394,40747393,7,B933AD
40747393,40747392,7,B933AD
40747392,40747391,7,B933AD
40747391,40757390,7,B933AD
40757390,40757389,7,B933AD
40757389,40757388,7,B933AD
40757388,40757387,7,B933AD
40757387,40757386,7,B933AD
40757386,40757385,7,B933AD
40757385,40767383,7,B933AD
40767383,40757385,7X,B933AD
40757385,40757387,7X,B933AD
40757387,40757389,7X,B933AD
40757389,40757390,7X,B933AD
40757390,40757390,7X,B933AD
40757390,40747391,7X,B933AD
40747391,40747392,7X,B933AD
40747392,40747392,7X,B933AD
40747392,40747393,7X,B933AD
40747393,40757394,7X,B933AD
40757394,40757395,7X,B933AD
40757395,40747395,7X,B933AD
40747395,40747395,7X,B933AD
40747395,40757398,7X,B933AD
40757398,40757398,7X,B933AD
40757398,40767399,7X,B933AD
40767399,40767400,7X,B933AD
40767400,40767399,7X,B933AD
40767399,40757398,7X,B933AD
40757398,40747395,7X,B933AD
40747395,40757395,7X,B933AD
40757395,40757394,7X,B933AD
40757394,40747393,7X,B933AD
40747393,40747392,7X,B933AD
40747392,40747391,7X,B933AD
40747391,40757390,7X,B933AD
40757390,40757389,7X,B933AD
40757389,40757387,7X,B933AD
40757387,40757385,7X,B933AD
40757385,40767383,7X,B933AD
40877389,40877389,B,FF6319
40877389,40867390,B,FF6319
40867390,40867390,B,FF6319
40867390,40857391,B,FF6319
40857391,40857391,B,FF6319
40857391,40847391,B,FF6319
40847391,40837392,B,FF6319
40837392,40837393,B,FF6319
40837393,40837394,B,FF6319
40837394,40827394,B,FF6319
40827394,40827395,B,FF6319
40827395,40817395,B,FF6319
40817395,40817395,B,FF6319
40817395,40807396,B,FF6319
40807396,40807396,B,FF6319
40807396,40797396,B,FF6319
40797396,40797397,B,FF6319
40797397,40787397,B,FF6319
40787397,40787398,B,FF6319
40787398,40777398,B,FF6319
40777398,40767398,B,FF6319
40767398,40767398,B,FF6319
40767398,40757398,B,FF6319
40757398,40757399,B,FF6319
40757399,40737400,B,FF6319
40737400,40737400,B,FF6319
40737400,40727399,B,FF6319
40727399,40697398,B,FF6319
40697398,40687398,B,FF6319
40687398,40687397,B,FF6319
40687397,40667396,B,FF6319
40667396,40667396,B,FF6319
40667396,40657396,B,FF6319
40657396,40647396,B,FF6319
40647396,40647396,B,FF6319
40647396,40637396,B,FF6319
40637396,40637396,B,FF6319
40637396,40627396,B,FF6319
40627396,40617396,B,FF6319
40617396,40597395,B,FF6319
40597395,40587396,B,FF6319
40587396,40597395,B,FF6319
40597395,40617396,B,FF6319
40617396,40627396,B,FF6319
40627396,40637396,B,FF6319
40637396,40647396,B,FF6319
40647396,40657396,B,FF6319
40657396,40667396,B,FF6319
40667396,40687397,B,FF6319
40687397,40687398,B,FF6319
40687398,40697398,B,FF6319
40697398,40727399,B,FF6319
40727399,40737400,B,FF6319
40737400,40757399,B,FF6319
40757399,40757398,B,FF6319
40757398,40767398,B,FF6319
40767398,40777398,B,FF6319
40777398,40787398,B,FF6319
40787398,40787397,B,FF6319
40787397,40797397,B,FF6319
40797397,40797396,B,FF6319
40797396,40807396,B,FF6319
40807396,40817395,B,FF6319
40817395,40827395,B,FF6319
40827395,40827394,B,FF6319
40827394,40837394,B,FF6319
40837394,40837393,B,FF6319
40837393,40837392,B,FF6319
40837392,40847391,B,FF6319
40847391,40857391,B,FF6319
40857391,40867390,B,FF6319
40867390,40877389,B,FF6319
40707394,40707394,Z,996633
40707394,40707395,Z,996633
40707395,40717395,Z,996633
40717395,40717396,Z,996633
40717396,40717395,Z,996633
40717395,40707395,Z,996633
40707395,40707394,Z,996633
40647407,40647407,SI,808080
40647407,40637408,SI,808080
40637408,40627407,SI,808080
40627407,40607408,SI,808080
40607408,40607409,SI,808080
40607409,40597410,SI,808080
40597410,40587410,SI,808080
40587410,40587411,SI,808080
40587411,40577412,SI,808080
40577412,40577413,SI,808080
40577413,40567414,SI,808080
40567414,40557415,SI,808080
40557415,40547416,SI,808080
40547416,40547418,SI,808080
40547418,40537419,SI,808080
40537419,40537420,SI,808080
40537420,40527422,SI,808080
40527422,40527423,SI,808080
40527423,40527424,SI,808080
40527424,40517425,SI,808080
40517425,40527424,SI,808080
40527424,40527423,SI,808080
40527423,40527422,SI,808080
40527422,40537420,SI,808080
40537420,40537419,SI,808080
40537419,40547418,SI,808080
40547418,40547416,SI,808080
40547416,40557415,SI,808080
40557415,40567414,SI,808080
40567414,40577413,SI,808080
40577413,40577412,SI,808080
